X,Y,Coded_ID,Tract_name,Name,Name_other,Includes,SiteStatus,Country,State_Prov,Latitude,Longitude,Type,Subtype,Age_Ma,Comm_major,Tonnage_Mt,Cu_pct,Ag_g_t,Con_Cu_t,Group_name,Includes2,SiteStat2,SiteStat3,Agehost,Unit,HostRocks,Co_pct,Comments,Mineralogy,Ref_short,Report
67.671209381,50.427328427,142ssCu8050,Teniz Basin,Sharykty,,,prospect,Kazakhstan,Qostanay,50.4273284270001,67.671209381,Sediment-hosted stratabound copper,Sandstone copper,374,Cu,-9999,-9999,-9999,-9999,,,,,Middle to Upper Devonian,Middle to Upper Devonian rocks,,-9999,,,"Minervin, 1961",Teniz
67.478321334,50.437429182,142ssCu8050,Teniz Basin,Shabdar west,,,prospect,Kazakhstan,Qostanay,50.4374291820001,67.478321334,Sediment-hosted stratabound copper,Sandstone copper,238,Cu,-9999,-9999,-9999,-9999,,,,,Lower Carboniferous,Kirey Suite,,-9999,,,"Minervin, 1961",Teniz
68.006794646,50.370223955,142ssCu8050,Teniz Basin,Kopkazgan,,,prospect,Kazakhstan,Qostanay,50.370223955,68.0067946460001,Sediment-hosted stratabound copper,Sandstone copper,303,Cu,-9999,1.35,-9999,-9999,,,significant prospect,,Upper Carboniferous,Vladimirov Suite,,-9999,,,"Mazarovich, 1958",Teniz
68.039701165,50.356038247,142ssCu8050,Teniz Basin,,,,prospect,Kazakhstan,Aqmola,50.3560382470001,68.0397011650001,Sediment-hosted stratabound copper,Sandstone copper,303,Cu,-9999,-9999,-9999,-9999,,,,,Upper Carboniferous,Vladimirov Suite,,-9999,,,"Mazarovich, 1958",Teniz
68.071489052,50.369637934,142ssCu8050,Teniz Basin,Tersakkanskoe,Turgan Gulf (Ters-Akken River),,prospect,Kazakhstan,Aqmola,50.3696379340001,68.0714890520001,Sediment-hosted stratabound copper,Sandstone copper,303,Cu,-9999,-9999,-9999,-9999,,,,,Upper Carboniferous,Vladimirov Suite,,-9999,,,"Mazarovich, 1958",Teniz
68.232239155,50.23040474,142ssCu8050,Teniz Basin,Berden,,,prospect,Kazakhstan,Aqmola,50.23040474,68.2322391550001,Sediment-hosted stratabound copper,Sandstone copper,238,Cu,-9999,-9999,-9999,-9999,,,,,Lower Carboniferous,Kirey Suite,,-9999,,,"Mazarovich, 1958",Teniz
67.786366556,50.184097961,142ssCu8050,Teniz Basin,,,,prospect,Kazakhstan,Aqmola,50.1840979610001,67.7863665560001,Sediment-hosted stratabound copper,Sandstone copper,367,Cu,-9999,-9999,-9999,-9999,,,,,Upper Devonian,Upper Devonian rocks,,-9999,,,"Minervin, 1961",Teniz
68.343614981,50.20660124,142ssCu8050,Teniz Basin,Kipshapskoe,,,prospect,Kazakhstan,Aqmola,50.2066012400001,68.343614981,Sediment-hosted stratabound copper,Sandstone copper,238,Cu,-9999,-9999,-9999,-9999,,,,,Lower Carboniferous,Kirey Suite,,-9999,,,"Mazarovich, 1958",Teniz
68.104031465,50.090939968,142ssCu8050,Teniz Basin,,,,prospect,Kazakhstan,Aqmola,50.090939968,68.104031465,Sediment-hosted stratabound copper,Sandstone copper,367,Cu,-9999,-9999,-9999,-9999,,,,,Upper Devonian,Upper Devonian rocks,,-9999,,,"Mazarovich, 1958",Teniz
66.438750989,51.656487027,142ssCu8050,Teniz Basin,Kokbaytal,,,prospect,Kazakhstan,Aqmola,51.656487,66.438751,Sediment-hosted stratabound copper,Sandstone copper,238,Cu,-9999,-9999,-9999,-9999,,,,,Lower Carboniferous,Kirey Suite,,-9999,,,"Syusyura and others, 2010",Teniz
66.539959868,51.635718022,142ssCu8050,Teniz Basin,,,,prospect,Kazakhstan,Aqmola,51.635718,66.53996,Sediment-hosted stratabound copper,Sandstone copper,303,Cu,-9999,-9999,-9999,-9999,,,,,Upper Carboniferous,Vladimorov Suite,,-9999,,,"Syusyura and others, 2010",Teniz
66.943590066,51.38458497,142ssCu8050,Teniz Basin,,,,prospect,Kazakhstan,Aqmola,51.384585,66.94359,Sediment-hosted stratabound copper,Sandstone copper,340,Cu,-9999,-9999,-9999,-9999,,,,,Lower Carboniferous,Lower Carboniferous rocks,,-9999,,,"Syusyura and others, 2010",Teniz
66.791774157,51.322323942,142ssCu8050,Teniz Basin,,,,prospect,Kazakhstan,Aqmola,51.322324,66.791774,Sediment-hosted stratabound copper,Sandstone copper,340,Cu,-9999,-9999,-9999,-9999,,,,,Lower Carboniferous,Lower Carboniferous rocks,,-9999,,,"Syusyura and others, 2010",Teniz
67.279343078,51.278816944,142ssCu8050,Teniz Basin,,,,prospect,Kazakhstan,Aqmola,51.278817,67.279343,Sediment-hosted stratabound copper,Sandstone copper,252,Cu,-9999,-9999,-9999,-9999,,,,,Upper Permian,Shoptykul Suite,,-9999,,,"Syusyura and others, 2010",Teniz
67.413560074,51.532359014,142ssCu8050,Teniz Basin,Tastyadyr,,,prospect,Kazakhstan,Aqmola,51.532359,67.41356,Sediment-hosted stratabound copper,Sandstone copper,272,Cu,-9999,-9999,-9999,-9999,,,,,Lower Permian,Kayraktin Suite,,-9999,,,"Syusyura and others, 2010",Teniz
67.702254813,51.269578014,142ssCu8050,Teniz Basin,Baltaly,,,prospect,Kazakhstan,Aqmola,51.269578,67.702255,Sediment-hosted stratabound copper,Sandstone copper,272,Cu,-9999,-9999,-9999,-9999,,,,,Lower Permian,Kiymin Suite,,-9999,,,"Syusyura and others, 2010",Teniz
67.950977044,51.635349034,142ssCu8050,Teniz Basin,,,,prospect,Kazakhstan,Aqmola,51.635349,67.950977,Sediment-hosted stratabound copper,Sandstone copper,252,Cu,-9999,-9999,-9999,-9999,,,,,Upper Permian,Shoptykul Suite,,-9999,,,"Syusyura and others, 2010",Teniz
68.031551218,51.637017013,142ssCu8050,Teniz Basin,,,,prospect,Kazakhstan,Aqmola,51.637017,68.031551,Sediment-hosted stratabound copper,Sandstone copper,272,Cu,-9999,-9999,-9999,-9999,,,,,Lower Permian,Kayraktin Suite,,-9999,,,"Syusyura and others, 2010",Teniz
67.940434019,51.69713602,142ssCu8050,Teniz Basin,Algabas,,,prospect,Kazakhstan,Aqmola,51.697136,67.940434,Sediment-hosted stratabound copper,Sandstone copper,252,Cu,-9999,-9999,-9999,-9999,,,,,Upper Permian,Shoptykul Suite,,-9999,,,"Syusyura and others, 2010",Teniz
68.2133789,51.656579974,142ssCu8050,Teniz Basin,,,,prospect,Kazakhstan,Aqmola,51.65658,68.213379,Sediment-hosted stratabound copper,Sandstone copper,238,Cu,-9999,-9999,-9999,-9999,,,,,Lower Carboniferous,Kirey Suite,,-9999,,,"Syusyura and others, 2010",Teniz
68.413320011,51.748648055,142ssCu8050,Teniz Basin,Atbasar,,,prospect,Kazakhstan,Aqmola,51.748648,68.41332,Sediment-hosted stratabound copper,Sandstone copper,272,Cu,-9999,-9999,-9999,-9999,,,,,Lower Permian,Kiymin Suite,,-9999,,,"Syusyura and others, 2010",Teniz
68.53137189,51.838017008,142ssCu8050,Teniz Basin,,,,prospect,Kazakhstan,Aqmola,51.838017,68.531372,Sediment-hosted stratabound copper,Sandstone copper,272,Cu,-9999,-9999,-9999,-9999,,,,,Lower Permian,Kayraktin Suite,,-9999,,,"Syusyura and others, 2010",Teniz
68.165313861,52.053550987,142ssCu8050,Teniz Basin,Kochubay,,,prospect,Kazakhstan,Aqmola,52.053551,68.165314,Sediment-hosted stratabound copper,Sandstone copper,238,Cu,-9999,-9999,-9999,-9999,,,,,Lower Carboniferous,Kirey Suite,,-9999,,,"Syusyura and others, 2010",Teniz
68.345259889,52.077236998,142ssCu8050,Teniz Basin,Trtyakovskoe,,,prospect,Kazakhstan,Aqmola,52.077237,68.34526,Sediment-hosted stratabound copper,Sandstone copper,303,Cu,-9999,-9999,-9999,-9999,,,,,Upper Carboniferous,Vladimirov Suite,,-9999,,,"Syusyura and others, 2010",Teniz
68.78059704,52.248654994,142ssCu8050,Teniz Basin,Bogorodskoe,,,prospect,Kazakhstan,Aqmola,52.248655,68.780597,Sediment-hosted stratabound copper,Sandstone copper,303,Cu,-9999,-9999,-9999,-9999,,,,,Upper Carboniferous,Vladimirov Suite,,-9999,,,"Syusyura and others, 2010",Teniz
68.641245036,52.306019037,142ssCu8050,Teniz Basin,Valimirovskoe,,,prospect,Kazakhstan,Aqmola,52.306019,68.641245,Sediment-hosted stratabound copper,Sandstone copper,303,Cu,-9999,-9999,-9999,-9999,,,,,Upper Carboniferous,Vladimirov Suite,,-9999,,,"Syusyura and others, 2010",Teniz
68.916000907,52.196554033,142ssCu8050,Teniz Basin,Doroginskoe,,,prospect,Kazakhstan,Aqmola,52.196554,68.916001,Sediment-hosted stratabound copper,Sandstone copper,303,Cu,-9999,-9999,-9999,-9999,,,,,Upper Carboniferous,Vladimirov Suite,,-9999,,,"Syusyura and others, 2010",Teniz
68.785142035,52.153152005,142ssCu8050,Teniz Basin,Krasnopolyanskoe,,,prospect,Kazakhstan,Aqmola,52.153152,68.785142,Sediment-hosted stratabound copper,Sandstone copper,272,Cu,-9999,-9999,-9999,-9999,,,,,Lower Permian,Kiymin Suite,,-9999,,,"Syusyura and others, 2010",Teniz
69.320486157,52.145681074,142ssCu8050,Teniz Basin,Konyr,,,prospect,Kazakhstan,Aqmola,52.145681,69.320486,Sediment-hosted stratabound copper,Sandstone copper,303,Cu,-9999,-9999,-9999,-9999,,,,,Upper Carboniferous,Vladimirov Suite,,-9999,,,"Syusyura and others, 2010",Teniz
69.322221036,52.122882953,142ssCu8050,Teniz Basin,,,,prospect,Kazakhstan,Aqmola,52.122883,69.322221,Sediment-hosted stratabound copper,Sandstone copper,303,Cu,-9999,-9999,-9999,-9999,,,,,Upper Carboniferous,Vladimirov Suite,,-9999,,,"Syusyura and others, 2010",Teniz
69.127436894,52.09312697,142ssCu8050,Teniz Basin,,,,prospect,Kazakhstan,Aqmola,52.093127,69.127437,Sediment-hosted stratabound copper,Sandstone copper,272,Cu,-9999,-9999,-9999,-9999,,,,,Lower Permian,Kayraktin Suite,,-9999,,,"Syusyura and others, 2010",Teniz
69.092259799,52.02700301,142ssCu8050,Teniz Basin,,,,prospect,Kazakhstan,Aqmola,52.027003,69.09226,Sediment-hosted stratabound copper,Sandstone copper,303,Cu,-9999,-9999,-9999,-9999,,,,,Upper Carboniferous,Vladimirov Suite,,-9999,,,"Syusyura and others, 2010",Teniz
69.417784091,52.097491974,142ssCu8050,Teniz Basin,Katerinovskoe,,,prospect,Kazakhstan,Aqmola,52.097492,69.417784,Sediment-hosted stratabound copper,Sandstone copper,340,Cu,-9999,-9999,-9999,-9999,,,,,Lower Carboniferous,Lower Carboniferous rocks,,-9999,,,"Syusyura and others, 2010",Teniz
69.658466072,52.086301038,142ssCu8050,Teniz Basin,,,,prospect,Kazakhstan,Aqmola,52.086301,69.658466,Sediment-hosted stratabound copper,Sandstone copper,340,Cu,-9999,-9999,-9999,-9999,,,,,Lower Carboniferous,Lower Carboniferous rocks,,-9999,,,"Syusyura and others, 2010",Teniz
69.642402099,52.071215991,142ssCu8050,Teniz Basin,,,,prospect,Kazakhstan,Aqmola,52.071216,69.642402,Sediment-hosted stratabound copper,Sandstone copper,238,Cu,-9999,-9999,-9999,-9999,,,,,Lower Carboniferous,Kirey Suite,,-9999,,,"Syusyura and others, 2010",Teniz
69.619508951,52.084394005,142ssCu8050,Teniz Basin,,,,prospect,Kazakhstan,Aqmola,52.084394,69.619509,Sediment-hosted stratabound copper,Sandstone copper,340,Cu,-9999,-9999,-9999,-9999,,,,,Lower Carboniferous,Lower Carboniferous rocks,,-9999,,,"Syusyura and others, 2010",Teniz
70.057298864,52.410638955,142ssCu8050,Teniz Basin,Zholboldy,,,prospect,Kazakhstan,Aqmola,52.410639,70.057299,Sediment-hosted stratabound copper,Sandstone copper,303,Cu,-9999,-9999,-9999,-9999,,,,,Upper Carboniferous,Vladimirov Suite,,-9999,,,"Syusyura and others, 2010",Teniz
69.96399583,52.484276953,142ssCu8050,Teniz Basin,,,,prospect,Kazakhstan,Aqmola,52.484277,69.963996,Sediment-hosted stratabound copper,Sandstone copper,303,Cu,-9999,-9999,-9999,-9999,,,,,Upper Carboniferous,Vladimirov Suite,,-9999,,,"Syusyura and others, 2010",Teniz
69.500946961,51.457762012,142ssCu8050,Teniz Basin,Narymbay,,,prospect,Kazakhstan,Aqmola,51.457762,69.500947,Sediment-hosted stratabound copper,Sandstone copper,340,Cu,-9999,-9999,-9999,-9999,,,,,Lower Carboniferous,Lower Carboniferous rocks,,-9999,,,"Syusyura and others, 2010",Teniz
