tenement,geometry_type,wkt_geometry,longitude,latitude,layer_source,collarid,holeid_drill,maxdepth_drill,anumber,holetype,report_year_wamex,project_wamex,operator_wamex,target_commodity_wamex,abstract_wamex,dpxe_rep_wamex,ag_ppm,al_ppm,as_ppm,au_ppm,b_ppm,ba_ppm,be_ppm,bi_ppm,br_ppm,c_ppm,ca_ppm,cd_ppm,ce_ppm,cl_ppm,co_ppm,cr_ppm,cs_ppm,cu_ppm,dy_ppm,er_ppm,eu_ppm,f_ppm,fe_ppm,ga_ppm,gd_ppm,ge_ppm,hf_ppm,hg_ppm,ho_ppm,i_ppm,in_ppm,ir_ppm,k_ppm,la_ppm,li_ppm,lu_ppm,mg_ppm,mn_ppm,mo_ppm,na_ppm,nb_ppm,nd_ppm,ni_ppm,os_ppm,p_ppm,pb_ppm,pd_ppm,pr_ppm,pt_ppm,rb_ppm,re_ppm,rh_ppm,ru_ppm,s_ppm,sb_ppm,sc_ppm,se_ppm,si_ppm,sm_ppm,sn_ppm,sr_ppm,ta_ppm,tb_ppm,te_ppm,th_ppm,ti_ppm,tl_ppm,tm_ppm,u_ppm,v_ppm,w_ppm,y_ppm,yb_ppm,zn_ppm,zr_ppm,layer_source.1,sample_type,selected_element
E20-TENEMENT_D,Point,POINT(117.9197895526886 -27.31987228515157),117.9197895526886,-27.31987228515157,geochem-drillhole,4565815,NLRB23,64.0,122267,RAB,2020,PRINCESS MATILDA,REVOLUTION MINING PTY LTD,GOLD,,https://wamex.dmp.wa.gov.au/Wamex/Search/ReportDetails?ANumber=122267,,,10.0,3.0,,,,1.0,,,,,,,,,,108.0,,,,,50000.0,,,,,,,,,,,,,,,500.0,12.0,,,,34.0,,,12.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,66.0,,geochem-drillhole,drillhole,au_ppm
E20-TENEMENT_D,Point,POINT(117.91711807250977 -27.363658967006124),117.91711807250977,-27.363658967006124,geochem-drillhole,2282599,CUEB 15,71.0,49533,RAB,1996,North Coe ,MT CALLAN MINING NL,GOLD,"M7603/2: North Coe gold exploration: (Annual Report) (1/9/1995-1/9/1996)  Work completed on the North Coe/Ram Well project, E20/157, P20/1508-1526, M20/283-284 during 1995 to 1996 included RAB drilling. RAB holes were sited along paleochannels, mafic",https://wamex.dmp.wa.gov.au/Wamex/Search/ReportDetails?ANumber=49533,,,,0.0099999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,geochem-drillhole,drillhole,au_ppm
E20-TENEMENT_D,Point,POINT(117.92682766914368 -27.363597032678335),117.92682766914368,-27.36359703267833,geochem-drillhole,2282605,CUEB 21,33.0,49533,RAB,1996,North Coe ,MT CALLAN MINING NL,GOLD,"M7603/2: North Coe gold exploration: (Annual Report) (1/9/1995-1/9/1996)  Work completed on the North Coe/Ram Well project, E20/157, P20/1508-1526, M20/283-284 during 1995 to 1996 included RAB drilling. RAB holes were sited along paleochannels, mafic",https://wamex.dmp.wa.gov.au/Wamex/Search/ReportDetails?ANumber=49533,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,geochem-drillhole,drillhole,au_ppm
E20-TENEMENT_D,Point,POINT(117.91873812675476 -27.36364943865025),117.91873812675476,-27.36364943865025,geochem-drillhole,2282600,CUEB 16,73.0,49533,RAB,1996,North Coe ,MT CALLAN MINING NL,GOLD,"M7603/2: North Coe gold exploration: (Annual Report) (1/9/1995-1/9/1996)  Work completed on the North Coe/Ram Well project, E20/157, P20/1508-1526, M20/283-284 during 1995 to 1996 included RAB drilling. RAB holes were sited along paleochannels, mafic",https://wamex.dmp.wa.gov.au/Wamex/Search/ReportDetails?ANumber=49533,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,geochem-drillhole,drillhole,au_ppm
E20-TENEMENT_D,Point,POINT(117.92197287082672 -27.36362561775701),117.92197287082672,-27.36362561775701,geochem-drillhole,2282602,CUEB 18,44.0,49533,RAB,1996,North Coe ,MT CALLAN MINING NL,GOLD,"M7603/2: North Coe gold exploration: (Annual Report) (1/9/1995-1/9/1996)  Work completed on the North Coe/Ram Well project, E20/157, P20/1508-1526, M20/283-284 during 1995 to 1996 included RAB drilling. RAB holes were sited along paleochannels, mafic",https://wamex.dmp.wa.gov.au/Wamex/Search/ReportDetails?ANumber=49533,,,,0.0099999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,geochem-drillhole,drillhole,au_ppm
E20-TENEMENT_D,Point,POINT(117.92035818099976 -27.36363991029357),117.92035818099976,-27.36363991029357,geochem-drillhole,2282601,CUEB 17,54.0,49533,RAB,1996,North Coe ,MT CALLAN MINING NL,GOLD,"M7603/2: North Coe gold exploration: (Annual Report) (1/9/1995-1/9/1996)  Work completed on the North Coe/Ram Well project, E20/157, P20/1508-1526, M20/283-284 during 1995 to 1996 included RAB drilling. RAB holes were sited along paleochannels, mafic",https://wamex.dmp.wa.gov.au/Wamex/Search/ReportDetails?ANumber=49533,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,geochem-drillhole,drillhole,au_ppm
E20-TENEMENT_D,Point,POINT(117.92520761489868 -27.363606561038715),117.92520761489868,-27.363606561038715,geochem-drillhole,2282604,CUEB 20,25.0,49533,RAB,1996,North Coe ,MT CALLAN MINING NL,GOLD,"M7603/2: North Coe gold exploration: (Annual Report) (1/9/1995-1/9/1996)  Work completed on the North Coe/Ram Well project, E20/157, P20/1508-1526, M20/283-284 during 1995 to 1996 included RAB drilling. RAB holes were sited along paleochannels, mafic",https://wamex.dmp.wa.gov.au/Wamex/Search/ReportDetails?ANumber=49533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,geochem-drillhole,drillhole,au_ppm
E20-TENEMENT_D,Point,POINT(117.92359292507172 -27.36361608939827),117.92359292507172,-27.36361608939827,geochem-drillhole,2282603,CUEB 19,54.0,49533,RAB,1996,North Coe ,MT CALLAN MINING NL,GOLD,"M7603/2: North Coe gold exploration: (Annual Report) (1/9/1995-1/9/1996)  Work completed on the North Coe/Ram Well project, E20/157, P20/1508-1526, M20/283-284 during 1995 to 1996 included RAB drilling. RAB holes were sited along paleochannels, mafic",https://wamex.dmp.wa.gov.au/Wamex/Search/ReportDetails?ANumber=49533,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,geochem-drillhole,drillhole,au_ppm
E20-TENEMENT_D,Point,POINT(117.93578088283539 -27.300830238738193),117.9357808828354,-27.3008302387382,geochem-drillhole,1227052,MBAC0162,99.0,82544,AC,2009,MARRALINGA DOWNS BORE,REDGUM BELL GOLD OPERATIONS PTY LTD,GOLD,Partial Surrender Report -MARRALINGA DOWNS BORE (16/02/2006 - 15/02/2009),https://wamex.dmp.wa.gov.au/Wamex/Search/ReportDetails?ANumber=82544,,,,0.0099999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,geochem-drillhole,drillhole,au_ppm
E20-TENEMENT_D,Point,POINT(117.93567359447479 -27.30255583539735),117.9356735944748,-27.30255583539735,geochem-drillhole,1227050,MBAC0160,122.0,82544,AC,2009,MARRALINGA DOWNS BORE,REDGUM BELL GOLD OPERATIONS PTY LTD,GOLD,Partial Surrender Report -MARRALINGA DOWNS BORE (16/02/2006 - 15/02/2009),https://wamex.dmp.wa.gov.au/Wamex/Search/ReportDetails?ANumber=82544,,,,0.0099999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,geochem-drillhole,drillhole,au_ppm
E20-TENEMENT_D,Point,POINT(117.93594717979431 -27.300258211826097),117.93594717979433,-27.300258211826097,geochem-drillhole,3095420,MBAC0163,102.0,99817,AC,2013,Tiara - Austin,REDGUM BELL GOLD OPERATIONS PTY LTD,GOLD,Final Surrender Report - Tiara - Austin (16/02/2006 - 10/10/2013),https://wamex.dmp.wa.gov.au/Wamex/Search/ReportDetails?ANumber=99817,,,,0.029999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,geochem-drillhole,drillhole,au_ppm
E20-TENEMENT_D,Point,POINT(117.93594717979431 -27.30026774563212),117.93594717979433,-27.30026774563212,geochem-drillhole,1227053,MBAC0163,102.0,82544,AC,2009,MARRALINGA DOWNS BORE,REDGUM BELL GOLD OPERATIONS PTY LTD,GOLD,Partial Surrender Report -MARRALINGA DOWNS BORE (16/02/2006 - 15/02/2009),https://wamex.dmp.wa.gov.au/Wamex/Search/ReportDetails?ANumber=82544,,,,0.029999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,geochem-drillhole,drillhole,au_ppm
E20-TENEMENT_D,Point,POINT(117.93575942516327 -27.30469134329082),117.93575942516328,-27.30469134329082,geochem-drillhole,1227047,MBAC0157,95.0,82544,AC,2009,MARRALINGA DOWNS BORE,REDGUM BELL GOLD OPERATIONS PTY LTD,GOLD,Partial Surrender Report -MARRALINGA DOWNS BORE (16/02/2006 - 15/02/2009),https://wamex.dmp.wa.gov.au/Wamex/Search/ReportDetails?ANumber=82544,,,,0.0099999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,geochem-drillhole,drillhole,au_ppm
E20-TENEMENT_D,Point,POINT(117.93569505214691 -27.30183604557689),117.93569505214693,-27.30183604557689,geochem-drillhole,1227051,MBAC0161,101.0,82544,AC,2009,MARRALINGA DOWNS BORE,REDGUM BELL GOLD OPERATIONS PTY LTD,GOLD,Partial Surrender Report -MARRALINGA DOWNS BORE (16/02/2006 - 15/02/2009),https://wamex.dmp.wa.gov.au/Wamex/Search/ReportDetails?ANumber=82544,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,geochem-drillhole,drillhole,au_ppm
E20-TENEMENT_D,Point,POINT(117.93577015399933 -27.30392389987133),117.93577015399931,-27.30392389987133,geochem-drillhole,3095415,MBAC0158,100.0,99817,AC,2013,Tiara - Austin,REDGUM BELL GOLD OPERATIONS PTY LTD,GOLD,Final Surrender Report - Tiara - Austin (16/02/2006 - 10/10/2013),https://wamex.dmp.wa.gov.au/Wamex/Search/ReportDetails?ANumber=99817,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,geochem-drillhole,drillhole,au_ppm
E20-TENEMENT_D,Point,POINT(117.93566286563873 -27.3032184192518),117.93566286563872,-27.3032184192518,geochem-drillhole,3095416,MBAC0159,109.0,99817,AC,2013,Tiara - Austin,REDGUM BELL GOLD OPERATIONS PTY LTD,GOLD,Final Surrender Report - Tiara - Austin (16/02/2006 - 10/10/2013),https://wamex.dmp.wa.gov.au/Wamex/Search/ReportDetails?ANumber=99817,,,,0.0099999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,geochem-drillhole,drillhole,au_ppm
E20-TENEMENT_D,Point,POINT(117.9357647895813 -27.303928666617026),117.9357647895813,-27.303928666617026,geochem-drillhole,1227048,MBAC0158,100.0,82544,AC,2009,MARRALINGA DOWNS BORE,REDGUM BELL GOLD OPERATIONS PTY LTD,GOLD,Partial Surrender Report -MARRALINGA DOWNS BORE (16/02/2006 - 15/02/2009),https://wamex.dmp.wa.gov.au/Wamex/Search/ReportDetails?ANumber=82544,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,geochem-drillhole,drillhole,au_ppm
E20-TENEMENT_D,Point,POINT(117.93567359447479 -27.302546301787842),117.9356735944748,-27.30254630178784,geochem-drillhole,3095417,MBAC0160,122.0,99817,AC,2013,Tiara - Austin,REDGUM BELL GOLD OPERATIONS PTY LTD,GOLD,Final Surrender Report - Tiara - Austin (16/02/2006 - 10/10/2013),https://wamex.dmp.wa.gov.au/Wamex/Search/ReportDetails?ANumber=99817,,,,0.0099999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,geochem-drillhole,drillhole,au_ppm
E20-TENEMENT_D,Point,POINT(117.93577015399933 -27.304681809864746),117.93577015399931,-27.304681809864743,geochem-drillhole,3095414,MBAC0157,95.0,99817,AC,2013,Tiara - Austin,REDGUM BELL GOLD OPERATIONS PTY LTD,GOLD,Final Surrender Report - Tiara - Austin (16/02/2006 - 10/10/2013),https://wamex.dmp.wa.gov.au/Wamex/Search/ReportDetails?ANumber=99817,,,,0.0099999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,geochem-drillhole,drillhole,au_ppm
E20-TENEMENT_D,Point,POINT(117.93575942516327 -27.30469134329082),117.93575942516328,-27.30469134329082,geochem-drillhole,305730,MBAC0157,95.0,73973,AC,2006,Tiara/ Austin,REDGUM BELL GOLD OPERATIONS PTY LTD,GOLD,Annual Report - Tiara/Austin (01/11/2005 - 31/10/2006),https://wamex.dmp.wa.gov.au/Wamex/Search/ReportDetails?ANumber=73973,,,,0.0099999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,geochem-drillhole,drillhole,au_ppm
E20-TENEMENT_D,Point,POINT(117.93567359447479 -27.30255583539735),117.9356735944748,-27.30255583539735,geochem-drillhole,305733,MBAC0160,122.0,73973,AC,2006,Tiara/ Austin,REDGUM BELL GOLD OPERATIONS PTY LTD,GOLD,Annual Report - Tiara/Austin (01/11/2005 - 31/10/2006),https://wamex.dmp.wa.gov.au/Wamex/Search/ReportDetails?ANumber=73973,,,,0.0099999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,geochem-drillhole,drillhole,au_ppm
E20-TENEMENT_D,Point,POINT(117.9357647895813 -27.303928666617026),117.9357647895813,-27.303928666617026,geochem-drillhole,305731,MBAC0158,100.0,73973,AC,2006,Tiara/ Austin,REDGUM BELL GOLD OPERATIONS PTY LTD,GOLD,Annual Report - Tiara/Austin (01/11/2005 - 31/10/2006),https://wamex.dmp.wa.gov.au/Wamex/Search/ReportDetails?ANumber=73973,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,geochem-drillhole,drillhole,au_ppm
E20-TENEMENT_D,Point,POINT(117.93570578098297 -27.306068914750206),117.93570578098296,-27.30606891475021,geochem-drillhole,305728,MBAC0155,110.0,73973,AC,2006,Tiara/ Austin,REDGUM BELL GOLD OPERATIONS PTY LTD,GOLD,Annual Report - Tiara/Austin (01/11/2005 - 31/10/2006),https://wamex.dmp.wa.gov.au/Wamex/Search/ReportDetails?ANumber=73973,,,,0.15000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,geochem-drillhole,drillhole,au_ppm
E20-TENEMENT_D,Point,POINT(117.93569505214691 -27.30183604557689),117.93569505214693,-27.30183604557689,geochem-drillhole,305734,MBAC0161,101.0,73973,AC,2006,Tiara/ Austin,REDGUM BELL GOLD OPERATIONS PTY LTD,GOLD,Annual Report - Tiara/Austin (01/11/2005 - 31/10/2006),https://wamex.dmp.wa.gov.au/Wamex/Search/ReportDetails?ANumber=73973,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,geochem-drillhole,drillhole,au_ppm
E20-TENEMENT_D,Point,POINT(117.93594717979431 -27.30026774563212),117.93594717979433,-27.30026774563212,geochem-drillhole,305736,MBAC0163,102.0,73973,AC,2006,Tiara/ Austin,REDGUM BELL GOLD OPERATIONS PTY LTD,GOLD,Annual Report - Tiara/Austin (01/11/2005 - 31/10/2006),https://wamex.dmp.wa.gov.au/Wamex/Search/ReportDetails?ANumber=73973,,,,0.029999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,geochem-drillhole,drillhole,au_ppm
E20-TENEMENT_D,Point,POINT(117.93578088283539 -27.300830238738193),117.9357808828354,-27.3008302387382,geochem-drillhole,305735,MBAC0162,99.0,73973,AC,2006,Tiara/ Austin,REDGUM BELL GOLD OPERATIONS PTY LTD,GOLD,Annual Report - Tiara/Austin (01/11/2005 - 31/10/2006),https://wamex.dmp.wa.gov.au/Wamex/Search/ReportDetails?ANumber=73973,,,,0.0099999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,geochem-drillhole,drillhole,au_ppm
E20-TENEMENT_D,Point,POINT(117.9356575012207 -27.303227952803567),117.9356575012207,-27.303227952803567,geochem-drillhole,305732,MBAC0159,109.0,73973,AC,2006,Tiara/ Austin,REDGUM BELL GOLD OPERATIONS PTY LTD,GOLD,Annual Report - Tiara/Austin (01/11/2005 - 31/10/2006),https://wamex.dmp.wa.gov.au/Wamex/Search/ReportDetails?ANumber=73973,,,,0.0099999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,geochem-drillhole,drillhole,au_ppm
E20-TENEMENT_D,Point,POINT(117.93583452701569 -27.30533008097248),117.93583452701569,-27.30533008097248,geochem-drillhole,305729,MBAC0156,88.0,73973,AC,2006,Tiara/ Austin,REDGUM BELL GOLD OPERATIONS PTY LTD,GOLD,Annual Report - Tiara/Austin (01/11/2005 - 31/10/2006),https://wamex.dmp.wa.gov.au/Wamex/Search/ReportDetails?ANumber=73973,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,geochem-drillhole,drillhole,au_ppm
E20-TENEMENT_D,Point,POINT(117.93583989143372 -27.305320547601262),117.93583989143372,-27.305320547601266,geochem-drillhole,3095413,MBAC0156,88.0,99817,AC,2013,Tiara - Austin,REDGUM BELL GOLD OPERATIONS PTY LTD,GOLD,Final Surrender Report - Tiara - Austin (16/02/2006 - 10/10/2013),https://wamex.dmp.wa.gov.au/Wamex/Search/ReportDetails?ANumber=99817,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,geochem-drillhole,drillhole,au_ppm
E20-TENEMENT_D,Point,POINT(117.93570041656494 -27.30182651190556),117.93570041656494,-27.30182651190556,geochem-drillhole,3095418,MBAC0161,101.0,99817,AC,2013,Tiara - Austin,REDGUM BELL GOLD OPERATIONS PTY LTD,GOLD,Final Surrender Report - Tiara - Austin (16/02/2006 - 10/10/2013),https://wamex.dmp.wa.gov.au/Wamex/Search/ReportDetails?ANumber=99817,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,geochem-drillhole,drillhole,au_ppm
E20-TENEMENT_D,Point,POINT(117.93583452701569 -27.30533008097248),117.93583452701569,-27.30533008097248,geochem-drillhole,1227046,MBAC0156,88.0,82544,AC,2009,MARRALINGA DOWNS BORE,REDGUM BELL GOLD OPERATIONS PTY LTD,GOLD,Partial Surrender Report -MARRALINGA DOWNS BORE (16/02/2006 - 15/02/2009),https://wamex.dmp.wa.gov.au/Wamex/Search/ReportDetails?ANumber=82544,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,geochem-drillhole,drillhole,au_ppm
E20-TENEMENT_D,Point,POINT(117.93571650981903 -27.306059381442452),117.93571650981904,-27.30605938144245,geochem-drillhole,3095412,MBAC0155,110.0,99817,AC,2013,Tiara - Austin,REDGUM BELL GOLD OPERATIONS PTY LTD,GOLD,Final Surrender Report - Tiara - Austin (16/02/2006 - 10/10/2013),https://wamex.dmp.wa.gov.au/Wamex/Search/ReportDetails?ANumber=99817,,,,0.15000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,geochem-drillhole,drillhole,au_ppm
E20-TENEMENT_D,Point,POINT(117.93578088283539 -27.300825471859433),117.9357808828354,-27.30082547185944,geochem-drillhole,3095419,MBAC0162,99.0,99817,AC,2013,Tiara - Austin,REDGUM BELL GOLD OPERATIONS PTY LTD,GOLD,Final Surrender Report - Tiara - Austin (16/02/2006 - 10/10/2013),https://wamex.dmp.wa.gov.au/Wamex/Search/ReportDetails?ANumber=99817,,,,0.0099999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,geochem-drillhole,drillhole,au_ppm
E20-TENEMENT_D,Point,POINT(117.93570578098297 -27.306068914750206),117.93570578098296,-27.30606891475021,geochem-drillhole,1227045,MBAC0155,110.0,82544,AC,2009,MARRALINGA DOWNS BORE,REDGUM BELL GOLD OPERATIONS PTY LTD,GOLD,Partial Surrender Report -MARRALINGA DOWNS BORE (16/02/2006 - 15/02/2009),https://wamex.dmp.wa.gov.au/Wamex/Search/ReportDetails?ANumber=82544,,,,0.15000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,geochem-drillhole,drillhole,au_ppm
E20-TENEMENT_D,Point,POINT(117.9356575012207 -27.303227952803567),117.9356575012207,-27.303227952803567,geochem-drillhole,1227049,MBAC0159,109.0,82544,AC,2009,MARRALINGA DOWNS BORE,REDGUM BELL GOLD OPERATIONS PTY LTD,GOLD,Partial Surrender Report -MARRALINGA DOWNS BORE (16/02/2006 - 15/02/2009),https://wamex.dmp.wa.gov.au/Wamex/Search/ReportDetails?ANumber=82544,,,,0.0099999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,geochem-drillhole,drillhole,au_ppm
E20-TENEMENT_D,Point,POINT(117.92682766914368 -27.363597032678335),117.92682766914368,-27.36359703267833,geochem-drillhole,2282605,CUEB 21,33.0,49533,RAB,1996,North Coe ,MT CALLAN MINING NL,GOLD,"M7603/2: North Coe gold exploration: (Annual Report) (1/9/1995-1/9/1996)  Work completed on the North Coe/Ram Well project, E20/157, P20/1508-1526, M20/283-284 during 1995 to 1996 included RAB drilling. RAB holes were sited along paleochannels, mafic",https://wamex.dmp.wa.gov.au/Wamex/Search/ReportDetails?ANumber=49533,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,geochem-drillhole,drillhole,au_ppm
E20-TENEMENT_D,Point,POINT(117.92844235897064 -27.363582740136238),117.92844235897064,-27.36358274013624,geochem-drillhole,2282606,CUEB 22,31.0,49533,RAB,1996,North Coe ,MT CALLAN MINING NL,GOLD,"M7603/2: North Coe gold exploration: (Annual Report) (1/9/1995-1/9/1996)  Work completed on the North Coe/Ram Well project, E20/157, P20/1508-1526, M20/283-284 during 1995 to 1996 included RAB drilling. RAB holes were sited along paleochannels, mafic",https://wamex.dmp.wa.gov.au/Wamex/Search/ReportDetails?ANumber=49533,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,geochem-drillhole,drillhole,au_ppm
E20-TENEMENT_D,Point,POINT(117.93346881866455 -27.387729739139246),117.93346881866456,-27.38772973913925,geochem-drillhole,2338083,CRB0405,50.0,73117,RAB,2006,Coe,DINGO RIDGE METALS NL,GOLD,"M7920/2: Coe gold exploration: (Annual Report) (1/7/2005-1/6/2006)  The Coe gold project was located immediately adjacent of the town of Coe, 650 km north-northeast of the city of Perth. The geology of the area consists of two domains - the Granite D",https://wamex.dmp.wa.gov.au/Wamex/Search/ReportDetails?ANumber=73117,,,,0.0020000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,geochem-drillhole,drillhole,au_ppm
E20-TENEMENT_D,Point,POINT(117.93369948863983 -27.38763923941488),117.93369948863985,-27.38763923941488,geochem-drillhole,2338084,CRB0406,50.0,73117,RAB,2006,Coe,DINGO RIDGE METALS NL,GOLD,"M7920/2: Coe gold exploration: (Annual Report) (1/7/2005-1/6/2006)  The Coe gold project was located immediately adjacent of the town of Coe, 650 km north-northeast of the city of Perth. The geology of the area consists of two domains - the Granite D",https://wamex.dmp.wa.gov.au/Wamex/Search/ReportDetails?ANumber=73117,,,,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,geochem-drillhole,drillhole,au_ppm
E20-TENEMENT_D,Point,POINT(117.93391406536102 -27.38752968701788),117.93391406536102,-27.38752968701788,geochem-drillhole,2338085,CRB0407,51.0,73117,RAB,2006,Coe,DINGO RIDGE METALS NL,GOLD,"M7920/2: Coe gold exploration: (Annual Report) (1/7/2005-1/6/2006)  The Coe gold project was located immediately adjacent of the town of Coe, 650 km north-northeast of the city of Perth. The geology of the area consists of two domains - the Granite D",https://wamex.dmp.wa.gov.au/Wamex/Search/ReportDetails?ANumber=73117,,,,0.0049999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,geochem-drillhole,drillhole,au_ppm
E20-TENEMENT_D,Point,POINT(117.93454170227051 -27.39109246586787),117.93454170227052,-27.39109246586787,geochem-drillhole,4565887,NLRB89,40.0,122267,RAB,2020,PRINCESS MATILDA,REVOLUTION MINING PTY LTD,GOLD,,https://wamex.dmp.wa.gov.au/Wamex/Search/ReportDetails?ANumber=122267,,,20.0,0.0040000002,,,,0.0,,,,,,,,,,57.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,geochem-drillhole,drillhole,au_ppm
