Coded_ID,Tract_name,Name,Name_other,Includes,SiteStatus,Country,State_Prov,Latitude,Longitude,Type,Subtype,Age_Ma,Comm_major,Tonnage_Mt,Cu_pct,Ag_g_t,Con_Cu_t,Group_name,Includes2,SiteStat2,SiteStat3,Agehost,Unit,HostRocks,Co_pct,Comments,Mineralogy,Ref_short,Report
142ssCu8050,Teniz Basin,,,,prospect,Kazakhstan,Aqmola,50.184097961,67.786366556,Sediment-hosted stratabound copper,Sandstone copper,367,Cu,-9999.0,-9999.0,-9999.0,-9999.0,,,,,Upper Devonian,Upper Devonian rocks,,0.0,,,"Minervin, 1961",Teniz
142ssCu8050,Teniz Basin,Kipshapskoe,,,prospect,Kazakhstan,Aqmola,50.20660124,68.343614981,Sediment-hosted stratabound copper,Sandstone copper,238,Cu,-9999.0,-9999.0,-9999.0,-9999.0,,,,,Lower Carboniferous,Kirey Suite,,0.0,,,"Mazarovich, 1958",Teniz
142ssCu8050,Teniz Basin,,,,prospect,Kazakhstan,Aqmola,50.090939968,68.104031465,Sediment-hosted stratabound copper,Sandstone copper,367,Cu,-9999.0,-9999.0,-9999.0,-9999.0,,,,,Upper Devonian,Upper Devonian rocks,,0.0,,,"Mazarovich, 1958",Teniz
142ssCu8050,Teniz Basin,,,,prospect,Kazakhstan,Aqmola,51.635718,66.53996,Sediment-hosted stratabound copper,Sandstone copper,303,Cu,-9999.0,-9999.0,-9999.0,-9999.0,,,,,Upper Carboniferous,Vladimorov Suite,,0.0,,,"Syusyura and others, 2010",Teniz
142ssCu8050,Teniz Basin,,,,prospect,Kazakhstan,Aqmola,51.384585,66.94359,Sediment-hosted stratabound copper,Sandstone copper,340,Cu,-9999.0,-9999.0,-9999.0,-9999.0,,,,,Lower Carboniferous,Lower Carboniferous rocks,,0.0,,,"Syusyura and others, 2010",Teniz
142ssCu8050,Teniz Basin,,,,prospect,Kazakhstan,Aqmola,51.322324,66.791774,Sediment-hosted stratabound copper,Sandstone copper,340,Cu,-9999.0,-9999.0,-9999.0,-9999.0,,,,,Lower Carboniferous,Lower Carboniferous rocks,,0.0,,,"Syusyura and others, 2010",Teniz
142ssCu8050,Teniz Basin,,,,prospect,Kazakhstan,Aqmola,51.278817,67.279343,Sediment-hosted stratabound copper,Sandstone copper,252,Cu,-9999.0,-9999.0,-9999.0,-9999.0,,,,,Upper Permian,Shoptykul Suite,,0.0,,,"Syusyura and others, 2010",Teniz
142ssCu8050,Teniz Basin,Tastyadyr,,,prospect,Kazakhstan,Aqmola,51.532359,67.41356,Sediment-hosted stratabound copper,Sandstone copper,272,Cu,-9999.0,-9999.0,-9999.0,-9999.0,,,,,Lower Permian,Kayraktin Suite,,0.0,,,"Syusyura and others, 2010",Teniz
142ssCu8050,Teniz Basin,Baltaly,,,prospect,Kazakhstan,Aqmola,51.269578,67.702255,Sediment-hosted stratabound copper,Sandstone copper,272,Cu,-9999.0,-9999.0,-9999.0,-9999.0,,,,,Lower Permian,Kiymin Suite,,0.0,,,"Syusyura and others, 2010",Teniz
142ssCu8050,Teniz Basin,,,,prospect,Kazakhstan,Aqmola,51.635349,67.950977,Sediment-hosted stratabound copper,Sandstone copper,252,Cu,-9999.0,-9999.0,-9999.0,-9999.0,,,,,Upper Permian,Shoptykul Suite,,0.0,,,"Syusyura and others, 2010",Teniz
142ssCu8050,Teniz Basin,,,,prospect,Kazakhstan,Aqmola,51.637017,68.031551,Sediment-hosted stratabound copper,Sandstone copper,272,Cu,-9999.0,-9999.0,-9999.0,-9999.0,,,,,Lower Permian,Kayraktin Suite,,0.0,,,"Syusyura and others, 2010",Teniz
142ssCu8050,Teniz Basin,Algabas,,,prospect,Kazakhstan,Aqmola,51.697136,67.940434,Sediment-hosted stratabound copper,Sandstone copper,252,Cu,-9999.0,-9999.0,-9999.0,-9999.0,,,,,Upper Permian,Shoptykul Suite,,0.0,,,"Syusyura and others, 2010",Teniz
142ssCu8050,Teniz Basin,,,,prospect,Kazakhstan,Aqmola,51.65658,68.213379,Sediment-hosted stratabound copper,Sandstone copper,238,Cu,-9999.0,-9999.0,-9999.0,-9999.0,,,,,Lower Carboniferous,Kirey Suite,,0.0,,,"Syusyura and others, 2010",Teniz
142ssCu8050,Teniz Basin,Atbasar,,,prospect,Kazakhstan,Aqmola,51.748648,68.41332,Sediment-hosted stratabound copper,Sandstone copper,272,Cu,-9999.0,-9999.0,-9999.0,-9999.0,,,,,Lower Permian,Kiymin Suite,,0.0,,,"Syusyura and others, 2010",Teniz
142ssCu8050,Teniz Basin,,,,prospect,Kazakhstan,Aqmola,51.838017,68.531372,Sediment-hosted stratabound copper,Sandstone copper,272,Cu,-9999.0,-9999.0,-9999.0,-9999.0,,,,,Lower Permian,Kayraktin Suite,,0.0,,,"Syusyura and others, 2010",Teniz
142ssCu8050,Teniz Basin,Kochubay,,,prospect,Kazakhstan,Aqmola,52.053551,68.165314,Sediment-hosted stratabound copper,Sandstone copper,238,Cu,-9999.0,-9999.0,-9999.0,-9999.0,,,,,Lower Carboniferous,Kirey Suite,,0.0,,,"Syusyura and others, 2010",Teniz
